tvl_file_name,tvl_license_number,tvl_predict_pct,tvl_label,tvl_confidence,tvl_latitude,tvl_longitude,tvl_remark,metode,tvl_capture_datetime
DataVideo/B6395VMH.mp4,5395VHH,0,5395VHH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,639S,0,6395,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,86395VMH,0,86395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,639S,0,6395,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395 VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6395VMH.mp4,6395VMH,0,6395VMH,0,0,0,,Small,7/15/2025 14:31
DataVideo/B6334JPH.mp4,B6334JPH,0,B.6334JPH,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3414PME.mp4,83Z14PHE,0,83Z14PHE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3414PME.mp4,B3414PME,0,B3414PME,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3414PME.mp4,B31PME,0,B31PME,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3414PME.mp4,B341PME,0,B341PME,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,83531EA,0,83531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,83531EA,0,83531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,83531EA,0,83531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,353TEYA,0,353TEYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EA,0,3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EVA,0,3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EA,0,3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EYA,0,3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EYA,0,B3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EYA,0,B3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B,0,B,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EYA,0,B3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EYA,0,B3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,353EYA,0,353EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,8531EYA,0,8531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EVA,0,3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EYA,0,3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EVA,0,3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EVA,0,B3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EA,0,B3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,353EA,0,353EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EA,0,3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EA,0,3531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B353EA,0,B353EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,B3531EYA,0,B3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,83531EA,0,83531EA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EYA,0,3531EYA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EVA,0,3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3531EVA.mp4,3531EVA,0,3531EVA,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B3134VFE,0,B3134VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B313VFE,0,B313VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,B3134VFE,0,B3134VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,VFE,0,VFE,0,0,0,,Small,7/15/2025 14:32
DataVideo/B3134VFE.mp4,OZ,0,2,0,0,0,,Small,7/15/2025 14:32
DataVideo/F5864AAO.mp4,F5854AA,0,F5854 AA,0,0,0,,Small,7/15/2025 14:32
DataVideo/F5864AAO.mp4,F3854AA,0,F3854AA,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,SES4ALD,0,SES4ALD,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5884AAD,0,F5884AAD,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,5864AAD,0,5864AAD,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,SESCAAS,0,SESCAAS,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5ESCAXD,0,F5ESC AXD,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5854A,0,F5854A,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F3854ALB,0,F3854-AL8,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,FOBE4ALD,0,FOBE4ALD,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5854AL,0,F5854AL,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5864AL,0,F5864AL,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5834ALO,0,F5834AL0,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5856AAR,0,F5856AAR,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F3804AL3,0,F3804AL3,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F55GCALR,0,F55GCALR,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,FSOSCAAR,0,FSOSCAAR,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,5864AA,0,5864AA,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,5864,0,5864,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5EAAS,0,F5EAAS,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,FSECALS,0,FSECALS,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,854AAB,0,854AA8,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5864AAN,0,F5864AAN,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,FSESCAAN,0,FSESCAAN,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,FO86LAL,0,FO86LAL,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,5854AL,0,5854AL,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,58EAL,0,58EAL,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,FOSELALS,0,FOSEL ALS,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,SOELALS,0,SOELALS,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,3BB,0,388,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,75BO,0,7580,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,F5884AA,0,F5884AA,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,58O4,0,5804,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,SESLAL,0,SESLAL,0,0,0,,Small,7/15/2025 14:33
DataVideo/F5864AAO.mp4,5864AAO,0,5864 AA0,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,2962SI,0,296251,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,B296ZI,0,B29621,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,115296Z,0,1152962,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,829625II,0,82962511,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,ZIS246Z9,0,ZIS24629,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,82962SI,0,8296251,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,8246Z3,0,824623,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6283WYM.mp4,HAME,0,HAME,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,B4775TS,0,B4775TS,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,B4775TSI,0,B4775TSI,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,6,0,6,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,4775TST,0,4775TST,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,B4775TSI,0,B4775TS1,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,B4775TSI,0,B4775TSI,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,09Z7,0,927,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,S1I7,0,S117,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4775TSI.mp4,477S,0,4775,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4235SXK.mp4,B4235SXK,0,B4235SXK,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4235SXK.mp4,03Z9,0,3.29,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6372WLU_OUT.mp4,86372WLO,0,86372WL0,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6372WLU_OUT.mp4,86372WLO,0,86372WL0,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6372WLU_OUT.mp4,86372WLO,0,86372WL0,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6372WLU_OUT.mp4,8637ZL,0,86372L,0,0,0,,Small,7/15/2025 14:33
DataVideo/B6372WLU_OUT.mp4,637ZW,0,6372W,0,0,0,,Small,7/15/2025 14:33
DataVideo/B4967NMJ.mp4,967NMJ,0,967 NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,3967NMJ,0,3967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,BL967NMJ,0,B L967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,BL967NMJ,0,B L967 NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,B967NMJ,0,B967 NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,BL967NMJ,0,BL967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,967NMJ,0,967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,967NMJ,0,967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,3L967NMJ,0,3L967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,3L967NMJ,0,3L967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,BL967NMJ,0,B L967 NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,B967NMJ,0,B967 NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,B967NMJ,0,B 967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,B967NMJ,0,B967NMJ,0,0,0,,Small,7/15/2025 14:34
DataVideo/B4967NMJ.mp4,BL967NMJ,0,B L967 NMJ,0,0,0,,Small,7/15/2025 14:34
